section,key,zh,english
preferences,enable_audio_ducking_while_talking_to_cc,,Enable audio ducking while talking to Crew Chief
preferences,save_console_after_each_run,,Save the Console log each time
preferences,enable_running_dos_commands_from_command_macros,,Enable running DOS commands from Command macros
preferences,revert_to_legacy_version_of_refactored_code,,Revert to legacy version of refactored code
preferences,use_legacy_plugin_installer,,Use legacy plugin installer
preferences,enable_lmu_rf2_plugin_dll_check,,Enable LMU/RF2 plugin DLL check
preferences,use_legacy_rf2_shared_memory_filenames,,Use legacy shared memory filenames
preferences,enable_lmu_rest_api,,Enable LMU's problematic REST API
preferences,save_all_fuel_data,,Save ALL fuel data
preferences,enable_dark_mode,,Enable Dark Mode
preferences,colloquial_time,,Announce time approximately/colloquially
preferences,auto_is_oval,,Automatically set oval/non-oval track type
preferences,use_toast_notifications,,Use 'toast' notifications
preferences,FIRST_RUN,,FIRST RUN
